sep=,
"id","iname","price_pur","price1","price2","price3","price4","category","company","firstbalance","firstbalance_val","minbalance","img","active","ispack","scale","clr","siz","mdl","unit_name","unit_count","firstbalance_price","unit_id","min_price","sortin_cate","lastUpdate","ItemDiscription","expirtion_days","expirtion_days_alert","cate_id","isServiceItem","cost_id","id_inMainServer"
"1782","كابل LDNIO","20","40","40","40","40","","","6","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1783","سماعه G6","25","50","50","50","50","","","5","125","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1784","سماعه G3","18","45","45","45","45","","","4","72","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1785","AORAX IPHONE","12","30","30","30","30","","","4","48","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1786","AORAX TYPE-C","12","30","30","30","30","","","6","72","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1787","U-4 سماعه","17","35","35","35","35","","","4","68","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1788","مصاه  حجم كبير ","15","45","45","45","45","","","2","30","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1789","الوان فابر كاسل ومايه","35","50","50","50","50","","","2","70","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1790","قطايف ","10","25","25","25","25","","","6","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1791","مقوار ","7","15","15","15","15","","","3","21","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1792","قطاعه سلوتيب  جديد","15","30","30","30","30","","","2","30","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1793","قطاعه سلوتب بلاستك","8","20","20","20","20","","","1","8","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1794","دورق اكليرك ","28","55","55","55","55","","","3","84","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1795","مرايه حمام ","47.5","75","75","75","75","","","6","285","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1796","صانيه عشاء مسطيل ","80","110","110","110","110","","","2","160","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1797","جريل مقاس 34","135","150","150","150","180","","","4","540","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1798","باسكت زباله ضغط ","80","120","120","120","120","","","2","160","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1799","الوان مايه عيون ","20","30","30","30","50","","","8","160","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1800","جردل بحر ","20","45","45","45","50","","","10","200","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1801","عروسه فساتين كبير ","62","130","130","130","140","","","3","186","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1802","مطبخ فروزن ست ","110","160","160","160","160","","","4","440","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1803","super heros","61","110","110","110","110","","","2","122","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1804","مطبخ كبير بنك ","124","230","230","230","230","","","2","248","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1805","همر ريموت اربع اتجاهات","72","125","125","125","125","","","3","216","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1806","خلاط  وتستر ","50","90","90","90","90","","","4","200","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1807","مسدس صوت علبه ","61","90","90","90","90","","","2","122","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1808","ميكانو وسط","27","65","65","65","60","","","7","189","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1809","لعبه جراج ","44","85","85","85","85","","","2","88","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1810","كارت مسدس صغيرر","4","15","15","15","15","","","3","12","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1811","علبه جنود صغير","55","110","110","110","110","","","2","110","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1812","عربيه وطياره ","46","90","90","90","90","","","2","92","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1813","قطار جديد علبه","45","100","100","100","85","","","6","270","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1814","مطبخ علبه ","124","230","230","230","230","","","2","248","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1815","عروسه فستان","15","35","35","35","35","","","5","75","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1816","عروسه سشوار وبوتي+","107","165","165","165","165","","","2","214","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1817","ونش","74","120","120","120","120","","","3","222","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1818","مسدس نيشان","54","80","80","80","80","","","2","108","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1819","عروسه happy girl","65","120","120","120","125","","","3","195","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1820","شطرنج ثقيل","63","100","100","100","100","","","3","189","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1821","طقم مطبخ كبير ","115","220","220","220","250","","","3","339","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1822","مسدس سبيدرمان","90","160","160","160","160","","","4","360","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1823","شبكه كور","10","25","25","25","25","","","4","40","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1824","عروسه بيبي مرايا","102","165","165","165","165","","","2","204","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1825","كوره حصاله صغير ","24","45","45","45","45","","","2","48","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1826","موتسكل بريموت كنترول ","113","180","180","180","180","","","2","226","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1827","عروسه طقيه وسط ","120","170","170","170","170","","","3","360","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1828","مسدس طلق صغير ","5","15","15","15","15","","","3","15","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1829","مدفع عربيه ","10","25","25","25","25","","","4","40","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1830","عروسه بابوسيت","52","80","80","80","80","","","0","0","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1831","خلاط ","21","45","45","45","45","","","3","63","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1832","كارت ديناصور ","27","60","60","60","60","","","6","162","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1833","خلاط مضرب كولدير","63","100","100","100","100","","","3","189","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1834","عروسه مفصل","30","70","70","70","70","","","3","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1835","علب ثلاجه مدستار","30","60","60","60","60","","","3","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1836","اسبرى blu","27","50","50","50","50","","","3","81","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1837","اسبري emaer","34","70","70","70","70","","","2","68","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1838","برفان رجالي valentino","36","100","100","100","100","","","2","72","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1839","برفان رجالي FARRERI","34","80","80","80","80","","","3","102","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1840","JADORE 2","28","75","75","75","75","","","2","56","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1841","برفان GAWAD","33","85","85","85","85","","","1","33","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1842","محفظه رجالي 2","25","50","50","50","50","","","15","375","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1843","طقم ميكب فرش 7قطع","25","55","55","55","55","","","3","75","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1844","سلسله ثقيل","18","30","30","30","30","","","3","54","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1845","شنطه CROSS","35","60","60","60","60","","","3","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1846","توكه سيليكون اطفال","4","10","10","10","10","","","10","40","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1847","ساعه sport","35","70","70","70","70","","","3","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1848","طقم مطبخ","45","80","80","80","80","","","2","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1849","مسدس كبير","35","65","65","65","65","","","3","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1850","مسدس خرزز","42","70","70","70","70","","","4","168","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1851","كارت نجار خوذه اصفر","135","65","65","65","215","","","22","2970","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1852","مسدس خرز 2","14","25","25","25","25","","","6","84","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
